Iterations,Accuracy (%),Agg,Bucketing,RandomEdge,Group
570,92.00721153846153,GM,True,True,global
600,92.2676282051282,GM,True,True,global
630,92.47796474358974,GM,True,True,global
660,92.56810897435898,GM,True,True,global
690,92.6983173076923,GM,True,True,global
720,92.85857371794872,GM,True,True,global
750,92.86858974358974,GM,True,True,global
780,92.98878205128206,GM,True,True,global
810,93.13902243589743,GM,True,True,global
840,93.18910256410257,GM,True,True,global
870,93.3193108974359,GM,True,True,global
0,49.30889423076923,GM,True,True,clique 1
30,49.82972756410256,GM,True,True,clique 1
60,50.05008012820513,GM,True,True,clique 1
90,50.310496794871796,GM,True,True,clique 1
120,50.4306891025641,GM,True,True,clique 1
150,50.56089743589744,GM,True,True,clique 1
180,50.56089743589744,GM,True,True,clique 1
210,50.58092948717949,GM,True,True,clique 1
240,50.56089743589744,GM,True,True,clique 1
270,50.48076923076923,GM,True,True,clique 1
300,50.61097756410256,GM,True,True,clique 1
330,50.861378205128204,GM,True,True,clique 1
360,51.482371794871796,GM,True,True,clique 1
390,51.5224358974359,GM,True,True,clique 1
420,51.42227564102564,GM,True,True,clique 1
450,53.00480769230769,GM,True,True,clique 1
480,53.515625,GM,True,True,clique 1
510,54.90785256410256,GM,True,True,clique 1
540,55.779246794871796,GM,True,True,clique 1
570,56.96113782051282,GM,True,True,clique 1
600,58.54366987179487,GM,True,True,clique 1
630,59.7255608974359,GM,True,True,clique 1
660,60.95753205128205,GM,True,True,clique 1
690,62.27964743589744,GM,True,True,clique 1
720,63.3213141025641,GM,True,True,clique 1
750,64.73357371794872,GM,True,True,clique 1
780,65.46474358974359,GM,True,True,clique 1
810,67.1073717948718,GM,True,True,clique 1
840,67.9286858974359,GM,True,True,clique 1
870,69.13060897435898,GM,True,True,clique 1
0,44.26081730769231,GM,True,True,clique 2
30,45.833333333333336,GM,True,True,clique 2
60,46.23397435897436,GM,True,True,clique 2
90,46.46434294871795,GM,True,True,clique 2
120,46.46434294871795,GM,True,True,clique 2
150,46.71474358974359,GM,True,True,clique 2
180,46.84495192307692,GM,True,True,clique 2
210,46.985176282051285,GM,True,True,clique 2
240,46.54447115384615,GM,True,True,clique 2
270,46.66466346153846,GM,True,True,clique 2
300,47.03525641025641,GM,True,True,clique 2
330,47.185496794871796,GM,True,True,clique 2
360,47.375801282051285,GM,True,True,clique 2
390,47.786458333333336,GM,True,True,clique 2
420,48.59775641025641,GM,True,True,clique 2
450,49.61939102564103,GM,True,True,clique 2
480,50.54086538461539,GM,True,True,clique 2
510,51.57251602564103,GM,True,True,clique 2
540,53.10496794871795,GM,True,True,clique 2
570,54.407051282051285,GM,True,True,clique 2
600,55.859375,GM,True,True,clique 2
630,57.311698717948715,GM,True,True,clique 2
660,58.83413461538461,GM,True,True,clique 2
690,60.21634615384615,GM,True,True,clique 2
720,62.05929487179487,GM,True,True,clique 2
750,63.62179487179487,GM,True,True,clique 2
780,65.34455128205128,GM,True,True,clique 2
810,66.7167467948718,GM,True,True,clique 2
840,68.22916666666667,GM,True,True,clique 2
870,69.48116987179488,GM,True,True,clique 2
0,80.23838141025641,MOZI,True,False,global
30,82.3016826923077,MOZI,True,False,global
60,82.36177884615384,MOZI,True,False,global
90,82.53205128205128,MOZI,True,False,global
120,82.7724358974359,MOZI,True,False,global
150,84.19471153846153,MOZI,True,False,global
180,83.97435897435898,MOZI,True,False,global
210,83.41346153846153,MOZI,True,False,global
240,84.52524038461539,MOZI,True,False,global
270,84.78565705128206,MOZI,True,False,global
300,85.38661858974359,MOZI,True,False,global
330,85.67708333333333,MOZI,True,False,global
360,86.12780448717949,MOZI,True,False,global
390,86.26802884615384,MOZI,True,False,global
420,86.02764423076923,MOZI,True,False,global
450,86.328125,MOZI,True,False,global
480,86.6386217948718,MOZI,True,False,global
510,86.21794871794872,MOZI,True,False,global
540,86.8389423076923,MOZI,True,False,global
570,87.15945512820512,MOZI,True,False,global
600,86.29807692307692,MOZI,True,False,global
630,86.9891826923077,MOZI,True,False,global
660,87.1494391025641,MOZI,True,False,global
690,86.62860576923077,MOZI,True,False,global
720,87.01923076923077,MOZI,True,False,global
750,87.08934294871794,MOZI,True,False,global
780,87.08934294871794,MOZI,True,False,global
810,87.25961538461539,MOZI,True,False,global
840,87.32972756410257,MOZI,True,False,global
870,87.11939102564102,MOZI,True,False,global
0,48.307291666666664,MOZI,True,False,clique 1
30,49.37900641025641,MOZI,True,False,clique 1
60,49.57932692307692,MOZI,True,False,clique 1
90,49.74959935897436,MOZI,True,False,clique 1
120,49.889823717948715,MOZI,True,False,clique 1
150,50.0400641025641,MOZI,True,False,clique 1
180,50.110176282051285,MOZI,True,False,clique 1
210,50.21033653846154,MOZI,True,False,clique 1
240,50.290464743589745,MOZI,True,False,clique 1
270,50.290464743589745,MOZI,True,False,clique 1
300,50.36057692307692,MOZI,True,False,clique 1
330,50.42067307692308,MOZI,True,False,clique 1
360,50.41065705128205,MOZI,True,False,clique 1
390,50.45072115384615,MOZI,True,False,clique 1
420,50.470753205128204,MOZI,True,False,clique 1
450,50.470753205128204,MOZI,True,False,clique 1
480,50.54086538461539,MOZI,True,False,clique 1
510,50.55088141025641,MOZI,True,False,clique 1
540,50.54086538461539,MOZI,True,False,clique 1
570,50.58092948717949,MOZI,True,False,clique 1
600,50.59094551282051,MOZI,True,False,clique 1
630,50.59094551282051,MOZI,True,False,clique 1
660,50.60096153846154,MOZI,True,False,clique 1
690,50.63100961538461,MOZI,True,False,clique 1
720,50.63100961538461,MOZI,True,False,clique 1
750,50.651041666666664,MOZI,True,False,clique 1
780,50.63100961538461,MOZI,True,False,clique 1
810,50.66105769230769,MOZI,True,False,clique 1
840,50.671073717948715,MOZI,True,False,clique 1
870,50.681089743589745,MOZI,True,False,clique 1
0,43.17908653846154,MOZI,True,False,clique 2
30,44.19070512820513,MOZI,True,False,clique 2
60,44.74158653846154,MOZI,True,False,clique 2
90,45.19230769230769,MOZI,True,False,clique 2
120,45.43269230769231,MOZI,True,False,clique 2
150,45.76322115384615,MOZI,True,False,clique 2
180,45.95352564102564,MOZI,True,False,clique 2
210,46.08373397435897,MOZI,True,False,clique 2
240,46.21394230769231,MOZI,True,False,clique 2
270,46.354166666666664,MOZI,True,False,clique 2
300,46.42427884615385,MOZI,True,False,clique 2
330,46.51442307692308,MOZI,True,False,clique 2
360,46.60456730769231,MOZI,True,False,clique 2
390,46.63461538461539,MOZI,True,False,clique 2
420,46.72475961538461,MOZI,True,False,clique 2
450,46.774839743589745,MOZI,True,False,clique 2
480,46.82491987179487,MOZI,True,False,clique 2
510,46.955128205128204,MOZI,True,False,clique 2
540,46.955128205128204,MOZI,True,False,clique 2
570,47.005208333333336,MOZI,True,False,clique 2
600,47.04527243589744,MOZI,True,False,clique 2
630,47.05528846153846,MOZI,True,False,clique 2
660,47.11538461538461,MOZI,True,False,clique 2
690,47.165464743589745,MOZI,True,False,clique 2
720,47.135416666666664,MOZI,True,False,clique 2
750,47.17548076923077,MOZI,True,False,clique 2
780,47.265625,MOZI,True,False,clique 2
810,47.21554487179487,MOZI,True,False,clique 2
840,47.17548076923077,MOZI,True,False,clique 2
870,47.31570512820513,MOZI,True,False,clique 2
0,52.98477564102564,MOZI,True,True,global
30,49.1786858974359,MOZI,True,True,global
60,48.307291666666664,MOZI,True,True,global
90,47.32572115384615,MOZI,True,True,global
120,49.67948717948718,MOZI,True,True,global
150,50.130208333333336,MOZI,True,True,global
180,50.01001602564103,MOZI,True,True,global
210,50.48076923076923,MOZI,True,True,global
240,50.66105769230769,MOZI,True,True,global
270,49.79967948717949,MOZI,True,True,global
300,51.08173076923077,MOZI,True,True,global
330,53.13501602564103,MOZI,True,True,global
360,51.9130608974359,MOZI,True,True,global
390,54.98798076923077,MOZI,True,True,global
420,54.296875,MOZI,True,True,global
450,53.48557692307692,MOZI,True,True,global
480,56.82091346153846,MOZI,True,True,global
510,56.47035256410256,MOZI,True,True,global
540,57.922676282051285,MOZI,True,True,global
570,60.09615384615385,MOZI,True,True,global
600,59.31490384615385,MOZI,True,True,global
630,58.53365384615385,MOZI,True,True,global
660,60.48677884615385,MOZI,True,True,global
690,61.09775641025641,MOZI,True,True,global
720,61.62860576923077,MOZI,True,True,global
750,62.01923076923077,MOZI,True,True,global
780,62.68028846153846,MOZI,True,True,global
810,60.56690705128205,MOZI,True,True,global
840,62.580128205128204,MOZI,True,True,global
870,63.22115384615385,MOZI,True,True,global
0,48.3974358974359,MOZI,True,True,clique 1
30,53.54567307692308,MOZI,True,True,clique 1
60,58.693910256410255,MOZI,True,True,clique 1
90,61.818910256410255,MOZI,True,True,clique 1
120,61.999198717948715,MOZI,True,True,clique 1
150,62.189503205128204,MOZI,True,True,clique 1
180,62.75040064102564,MOZI,True,True,clique 1
210,63.01081730769231,MOZI,True,True,clique 1
240,63.10096153846154,MOZI,True,True,clique 1
270,64.34294871794872,MOZI,True,True,clique 1
300,64.17267628205128,MOZI,True,True,clique 1
330,64.55328525641026,MOZI,True,True,clique 1
360,65.77524038461539,MOZI,True,True,clique 1
390,64.3729967948718,MOZI,True,True,clique 1
420,64.63341346153847,MOZI,True,True,clique 1
450,66.81690705128206,MOZI,True,True,clique 1
480,65.7051282051282,MOZI,True,True,clique 1
510,65.9354967948718,MOZI,True,True,clique 1
540,66.65665064102564,MOZI,True,True,clique 1
570,64.95392628205128,MOZI,True,True,clique 1
600,65.77524038461539,MOZI,True,True,clique 1
630,67.5380608974359,MOZI,True,True,clique 1
660,65.30448717948718,MOZI,True,True,clique 1
690,65.20432692307692,MOZI,True,True,clique 1
720,66.60657051282051,MOZI,True,True,clique 1
750,66.55649038461539,MOZI,True,True,clique 1
780,65.76522435897436,MOZI,True,True,clique 1
810,67.13741987179488,MOZI,True,True,clique 1
840,66.7568108974359,MOZI,True,True,clique 1
870,65.87540064102564,MOZI,True,True,clique 1
0,43.02884615384615,MOZI,True,True,clique 2
30,44.29086538461539,MOZI,True,True,clique 2
60,44.91185897435897,MOZI,True,True,clique 2
90,45.34254807692308,MOZI,True,True,clique 2
120,45.55288461538461,MOZI,True,True,clique 2
150,45.703125,MOZI,True,True,clique 2
180,46.00360576923077,MOZI,True,True,clique 2
210,46.12379807692308,MOZI,True,True,clique 2
240,46.28405448717949,MOZI,True,True,clique 2
270,46.404246794871796,MOZI,True,True,clique 2
300,46.384214743589745,MOZI,True,True,clique 2
330,46.50440705128205,MOZI,True,True,clique 2
360,46.614583333333336,MOZI,True,True,clique 2
390,46.47435897435897,MOZI,True,True,clique 2
420,46.73477564102564,MOZI,True,True,clique 2
450,46.73477564102564,MOZI,True,True,clique 2
480,46.81490384615385,MOZI,True,True,clique 2
510,46.875,MOZI,True,True,clique 2
540,46.80488782051282,MOZI,True,True,clique 2
570,46.94511217948718,MOZI,True,True,clique 2
600,47.02524038461539,MOZI,True,True,clique 2
630,47.005208333333336,MOZI,True,True,clique 2
660,46.99519230769231,MOZI,True,True,clique 2
690,47.165464743589745,MOZI,True,True,clique 2
720,47.07532051282051,MOZI,True,True,clique 2
750,47.19551282051282,MOZI,True,True,clique 2
780,47.23557692307692,MOZI,True,True,clique 2
810,47.25560897435897,MOZI,True,True,clique 2
840,47.25560897435897,MOZI,True,True,clique 2
870,47.32572115384615,MOZI,True,True,clique 2
0,78.97636217948718,TM,True,False,global
30,85.35657051282051,TM,True,False,global
60,86.55849358974359,TM,True,False,global
90,87.8104967948718,TM,True,False,global
120,88.5516826923077,TM,True,False,global
150,89.42307692307692,TM,True,False,global
180,89.70352564102564,TM,True,False,global
210,90.30448717948718,TM,True,False,global
240,90.92548076923077,TM,True,False,global
270,90.75520833333333,TM,True,False,global
300,90.99559294871794,TM,True,False,global
330,90.39463141025641,TM,True,False,global
360,91.26602564102564,TM,True,False,global
390,91.68669871794872,TM,True,False,global
420,91.45633012820512,TM,True,False,global
450,91.20592948717949,TM,True,False,global
480,91.92708333333333,TM,True,False,global
510,92.23758012820512,TM,True,False,global
540,92.50801282051282,TM,True,False,global
570,92.75841346153847,TM,True,False,global
600,92.67828525641026,TM,True,False,global
630,92.82852564102564,TM,True,False,global
660,92.79847756410257,TM,True,False,global
690,92.83854166666667,TM,True,False,global
720,92.86858974358974,TM,True,False,global
750,92.89863782051282,TM,True,False,global
780,93.0088141025641,TM,True,False,global
810,93.05889423076923,TM,True,False,global
840,93.07892628205128,TM,True,False,global
870,93.09895833333333,TM,True,False,global
0,49.328926282051285,TM,True,False,clique 1
30,49.919871794871796,TM,True,False,clique 1
60,49.85977564102564,TM,True,False,clique 1
90,50.280448717948715,TM,True,False,clique 1
120,50.40064102564103,TM,True,False,clique 1
150,50.46073717948718,TM,True,False,clique 1
180,50.77123397435897,TM,True,False,clique 1
210,51.47235576923077,TM,True,False,clique 1
240,52.02323717948718,TM,True,False,clique 1
270,52.48397435897436,TM,True,False,clique 1
300,53.06490384615385,TM,True,False,clique 1
330,53.85616987179487,TM,True,False,clique 1
360,54.947916666666664,TM,True,False,clique 1
390,55.779246794871796,TM,True,False,clique 1
420,55.568910256410255,TM,True,False,clique 1
450,56.87099358974359,TM,True,False,clique 1
480,57.7724358974359,TM,True,False,clique 1
510,56.70072115384615,TM,True,False,clique 1
540,58.44350961538461,TM,True,False,clique 1
570,58.513621794871796,TM,True,False,clique 1
600,59.57532051282051,TM,True,False,clique 1
630,59.94591346153846,TM,True,False,clique 1
660,60.98758012820513,TM,True,False,clique 1
690,61.51842948717949,TM,True,False,clique 1
720,61.86899038461539,TM,True,False,clique 1
750,62.219551282051285,TM,True,False,clique 1
780,62.59014423076923,TM,True,False,clique 1
810,63.07091346153846,TM,True,False,clique 1
840,63.47155448717949,TM,True,False,clique 1
870,63.782051282051285,TM,True,False,clique 1
0,44.220753205128204,TM,True,False,clique 2
30,45.803285256410255,TM,True,False,clique 2
60,46.354166666666664,TM,True,False,clique 2
90,46.51442307692308,TM,True,False,clique 2
120,46.64463141025641,TM,True,False,clique 2
150,46.81490384615385,TM,True,False,clique 2
180,47.14543269230769,TM,True,False,clique 2
210,47.33573717948718,TM,True,False,clique 2
240,47.47596153846154,TM,True,False,clique 2
270,48.61778846153846,TM,True,False,clique 2
300,50.110176282051285,TM,True,False,clique 2
330,50.51081730769231,TM,True,False,clique 2
360,51.091746794871796,TM,True,False,clique 2
390,50.81129807692308,TM,True,False,clique 2
420,55.00801282051282,TM,True,False,clique 2
450,55.64903846153846,TM,True,False,clique 2
480,55.08814102564103,TM,True,False,clique 2
510,55.30849358974359,TM,True,False,clique 2
540,56.02964743589744,TM,True,False,clique 2
570,57.49198717948718,TM,True,False,clique 2
600,58.884214743589745,TM,True,False,clique 2
630,59.39503205128205,TM,True,False,clique 2
660,60.31650641025641,TM,True,False,clique 2
690,61.02764423076923,TM,True,False,clique 2
720,61.76883012820513,TM,True,False,clique 2
750,62.31971153846154,TM,True,False,clique 2
780,62.92067307692308,TM,True,False,clique 2
810,63.43149038461539,TM,True,False,clique 2
840,63.79206730769231,TM,True,False,clique 2
870,64.31290064102564,TM,True,False,clique 2
0,81.13982371794872,TM,True,True,global
30,86.94911858974359,TM,True,True,global
60,88.15104166666667,TM,True,True,global
90,88.7520032051282,TM,True,True,global
120,89.42307692307692,TM,True,True,global
150,89.91386217948718,TM,True,True,global
180,90.18429487179488,TM,True,True,global
210,90.65504807692308,TM,True,True,global
240,90.625,TM,True,True,global
270,90.71514423076923,TM,True,True,global
300,91.11578525641026,TM,True,True,global
330,91.89703525641026,TM,True,True,global
360,92.3076923076923,TM,True,True,global
390,92.19751602564102,TM,True,True,global
420,92.32772435897436,TM,True,True,global
450,92.27764423076923,TM,True,True,global
480,92.46794871794872,TM,True,True,global
510,92.72836538461539,TM,True,True,global
540,92.63822115384616,TM,True,True,global
570,92.72836538461539,TM,True,True,global
600,92.85857371794872,TM,True,True,global
630,92.78846153846153,TM,True,True,global
660,92.90865384615384,TM,True,True,global
690,92.80849358974359,TM,True,True,global
720,93.24919871794872,TM,True,True,global
750,93.29927884615384,TM,True,True,global
780,93.34935897435898,TM,True,True,global
810,93.32932692307692,TM,True,True,global
840,93.38942307692308,TM,True,True,global
870,93.37940705128206,TM,True,True,global
0,49.36899038461539,TM,True,True,clique 1
30,50.05008012820513,TM,True,True,clique 1
60,50.12019230769231,TM,True,True,clique 1
90,52.04326923076923,TM,True,True,clique 1
120,53.27524038461539,TM,True,True,clique 1
150,54.84775641025641,TM,True,True,clique 1
180,56.05969551282051,TM,True,True,clique 1
210,57.54206730769231,TM,True,True,clique 1
240,57.66225961538461,TM,True,True,clique 1
270,58.41346153846154,TM,True,True,clique 1
300,60.27644230769231,TM,True,True,clique 1
330,61.14783653846154,TM,True,True,clique 1
360,62.32972756410256,TM,True,True,clique 1
390,60.56690705128205,TM,True,True,clique 1
420,62.70032051282051,TM,True,True,clique 1
450,62.71033653846154,TM,True,True,clique 1
480,64.87379807692308,TM,True,True,clique 1
510,65.64503205128206,TM,True,True,clique 1
540,66.81690705128206,TM,True,True,clique 1
570,67.97876602564102,TM,True,True,clique 1
600,68.96033653846153,TM,True,True,clique 1
630,69.23076923076923,TM,True,True,clique 1
660,69.70152243589743,TM,True,True,clique 1
690,70.73317307692308,TM,True,True,clique 1
720,70.7431891025641,TM,True,True,clique 1
750,71.69471153846153,TM,True,True,clique 1
780,71.98517628205128,TM,True,True,clique 1
810,72.72636217948718,TM,True,True,clique 1
840,73.0068108974359,TM,True,True,clique 1
870,73.44751602564102,TM,True,True,clique 1
0,44.240785256410255,TM,True,True,clique 2
30,45.87339743589744,TM,True,True,clique 2
60,46.63461538461539,TM,True,True,clique 2
90,48.91826923076923,TM,True,True,clique 2
120,50.93149038461539,TM,True,True,clique 2
150,54.14663461538461,TM,True,True,clique 2
180,55.759214743589745,TM,True,True,clique 2
210,54.607371794871796,TM,True,True,clique 2
240,54.216746794871796,TM,True,True,clique 2
270,56.41025641025641,TM,True,True,clique 2
300,55.01802884615385,TM,True,True,clique 2
330,56.67067307692308,TM,True,True,clique 2
360,58.703926282051285,TM,True,True,clique 2
390,59.3349358974359,TM,True,True,clique 2
420,59.46514423076923,TM,True,True,clique 2
450,64.7235576923077,TM,True,True,clique 2
480,63.50160256410256,TM,True,True,clique 2
510,63.000801282051285,TM,True,True,clique 2
540,63.85216346153846,TM,True,True,clique 2
570,67.32772435897436,TM,True,True,clique 2
600,67.4979967948718,TM,True,True,clique 2
630,69.64142628205128,TM,True,True,clique 2
660,70.76322115384616,TM,True,True,clique 2
690,68.11899038461539,TM,True,True,clique 2
720,69.94190705128206,TM,True,True,clique 2
750,71.70472756410257,TM,True,True,clique 2
780,73.1270032051282,TM,True,True,clique 2
810,73.45753205128206,TM,True,True,clique 2
840,73.95833333333333,TM,True,True,clique 2
870,74.38902243589743,TM,True,True,clique 2
0,81.09975961538461,SCClip,True,False,global
30,86.72876602564102,SCClip,True,False,global
60,87.75040064102564,SCClip,True,False,global
90,88.49158653846153,SCClip,True,False,global
120,89.12259615384616,SCClip,True,False,global
150,89.61338141025641,SCClip,True,False,global
180,89.78365384615384,SCClip,True,False,global
210,89.71354166666667,SCClip,True,False,global
240,90.30448717948718,SCClip,True,False,global
270,90.45472756410257,SCClip,True,False,global
300,90.3545673076923,SCClip,True,False,global
330,91.41626602564102,SCClip,True,False,global
360,91.796875,SCClip,True,False,global
390,92.00721153846153,SCClip,True,False,global
420,92.42788461538461,SCClip,True,False,global
450,92.5380608974359,SCClip,True,False,global
480,92.55809294871794,SCClip,True,False,global
510,92.23758012820512,SCClip,True,False,global
540,92.78846153846153,SCClip,True,False,global
570,92.99879807692308,SCClip,True,False,global
600,93.0488782051282,SCClip,True,False,global
630,93.0889423076923,SCClip,True,False,global
660,92.95873397435898,SCClip,True,False,global
690,93.16907051282051,SCClip,True,False,global
720,93.18910256410257,SCClip,True,False,global
750,93.19911858974359,SCClip,True,False,global
780,93.28926282051282,SCClip,True,False,global
810,93.29927884615384,SCClip,True,False,global
840,93.30929487179488,SCClip,True,False,global
870,93.29927884615384,SCClip,True,False,global
0,49.36899038461539,SCClip,True,False,clique 1
30,50.03004807692308,SCClip,True,False,clique 1
60,49.82972756410256,SCClip,True,False,clique 1
90,50.701121794871796,SCClip,True,False,clique 1
120,52.04326923076923,SCClip,True,False,clique 1
150,53.45552884615385,SCClip,True,False,clique 1
180,54.44711538461539,SCClip,True,False,clique 1
210,55.80929487179487,SCClip,True,False,clique 1
240,56.330128205128204,SCClip,True,False,clique 1
270,57.37179487179487,SCClip,True,False,clique 1
300,58.17307692307692,SCClip,True,False,clique 1
330,59.57532051282051,SCClip,True,False,clique 1
360,61.56850961538461,SCClip,True,False,clique 1
390,59.71554487179487,SCClip,True,False,clique 1
420,62.17948717948718,SCClip,True,False,clique 1
450,62.75040064102564,SCClip,True,False,clique 1
480,64.0625,SCClip,True,False,clique 1
510,64.35296474358974,SCClip,True,False,clique 1
540,65.45472756410257,SCClip,True,False,clique 1
570,65.9354967948718,SCClip,True,False,clique 1
600,66.38621794871794,SCClip,True,False,clique 1
630,67.05729166666667,SCClip,True,False,clique 1
660,67.58814102564102,SCClip,True,False,clique 1
690,68.12900641025641,SCClip,True,False,clique 1
720,68.53966346153847,SCClip,True,False,clique 1
750,69.12059294871794,SCClip,True,False,clique 1
780,69.79166666666667,SCClip,True,False,clique 1
810,70.13221153846153,SCClip,True,False,clique 1
840,70.69310897435898,SCClip,True,False,clique 1
870,71.27403846153847,SCClip,True,False,clique 1
0,44.270833333333336,SCClip,True,False,clique 2
30,45.90344551282051,SCClip,True,False,clique 2
60,46.34415064102564,SCClip,True,False,clique 2
90,46.9150641025641,SCClip,True,False,clique 2
120,48.89823717948718,SCClip,True,False,clique 2
150,50.25040064102564,SCClip,True,False,clique 2
180,51.35216346153846,SCClip,True,False,clique 2
210,52.864583333333336,SCClip,True,False,clique 2
240,53.84615384615385,SCClip,True,False,clique 2
270,49.298878205128204,SCClip,True,False,clique 2
300,52.19350961538461,SCClip,True,False,clique 2
330,54.016426282051285,SCClip,True,False,clique 2
360,57.00120192307692,SCClip,True,False,clique 2
390,58.493589743589745,SCClip,True,False,clique 2
420,58.91426282051282,SCClip,True,False,clique 2
450,60.72716346153846,SCClip,True,False,clique 2
480,62.03926282051282,SCClip,True,False,clique 2
510,62.1494391025641,SCClip,True,False,clique 2
540,64.5733173076923,SCClip,True,False,clique 2
570,66.3661858974359,SCClip,True,False,clique 2
600,66.20592948717949,SCClip,True,False,clique 2
630,67.16746794871794,SCClip,True,False,clique 2
660,66.47636217948718,SCClip,True,False,clique 2
690,67.72836538461539,SCClip,True,False,clique 2
720,68.80008012820512,SCClip,True,False,clique 2
750,69.66145833333333,SCClip,True,False,clique 2
780,70.59294871794872,SCClip,True,False,clique 2
810,71.16386217948718,SCClip,True,False,clique 2
840,71.59455128205128,SCClip,True,False,clique 2
870,71.97516025641026,SCClip,True,False,clique 2
0,79.10657051282051,SCClip,True,True,global
30,84.85576923076923,SCClip,True,True,global
60,87.43990384615384,SCClip,True,True,global
90,88.85216346153847,SCClip,True,True,global
120,89.71354166666667,SCClip,True,True,global
150,90.09415064102564,SCClip,True,True,global
180,90.46474358974359,SCClip,True,True,global
210,90.52483974358974,SCClip,True,True,global
240,89.0224358974359,SCClip,True,True,global
270,90.45472756410257,SCClip,True,True,global
300,91.14583333333333,SCClip,True,True,global
330,92.23758012820512,SCClip,True,True,global
360,92.3076923076923,SCClip,True,True,global
390,92.62820512820512,SCClip,True,True,global
420,92.58814102564102,SCClip,True,True,global
450,92.67828525641026,SCClip,True,True,global
480,92.42788461538461,SCClip,True,True,global
510,93.21915064102564,SCClip,True,True,global
540,93.3193108974359,SCClip,True,True,global
570,93.32932692307692,SCClip,True,True,global
600,93.45953525641026,SCClip,True,True,global
630,93.40945512820512,SCClip,True,True,global
660,93.37940705128206,SCClip,True,True,global
690,93.38942307692308,SCClip,True,True,global
720,93.45953525641026,SCClip,True,True,global
750,93.49959935897436,SCClip,True,True,global
780,93.53966346153847,SCClip,True,True,global
810,93.61979166666667,SCClip,True,True,global
840,93.64983974358974,SCClip,True,True,global
870,93.68990384615384,SCClip,True,True,global
0,49.36899038461539,SCClip,True,True,clique 1
30,51.70272435897436,SCClip,True,True,clique 1
60,54.43709935897436,SCClip,True,True,clique 1
90,56.28004807692308,SCClip,True,True,clique 1
120,57.21153846153846,SCClip,True,True,clique 1
150,57.90264423076923,SCClip,True,True,clique 1
180,58.64383012820513,SCClip,True,True,clique 1
210,59.22475961538461,SCClip,True,True,clique 1
240,59.62540064102564,SCClip,True,True,clique 1
270,62.17948717948718,SCClip,True,True,clique 1
300,62.62019230769231,SCClip,True,True,clique 1
330,63.65184294871795,SCClip,True,True,clique 1
360,63.802083333333336,SCClip,True,True,clique 1
390,64.44310897435898,SCClip,True,True,clique 1
420,68.38942307692308,SCClip,True,True,clique 1
450,68.85016025641026,SCClip,True,True,clique 1
480,70.42267628205128,SCClip,True,True,clique 1
510,71.3641826923077,SCClip,True,True,clique 1
540,71.94511217948718,SCClip,True,True,clique 1
570,73.33733974358974,SCClip,True,True,clique 1
600,74.28886217948718,SCClip,True,True,clique 1
630,74.80969551282051,SCClip,True,True,clique 1
660,75.3505608974359,SCClip,True,True,clique 1
690,75.95152243589743,SCClip,True,True,clique 1
720,76.42227564102564,SCClip,True,True,clique 1
750,76.86298076923077,SCClip,True,True,clique 1
780,77.18349358974359,SCClip,True,True,clique 1
810,77.59415064102564,SCClip,True,True,clique 1
840,78.11498397435898,SCClip,True,True,clique 1
870,78.515625,SCClip,True,True,clique 1
0,44.17067307692308,SCClip,True,True,clique 2
30,45.90344551282051,SCClip,True,True,clique 2
60,47.576121794871796,SCClip,True,True,clique 2
90,49.82972756410256,SCClip,True,True,clique 2
120,52.36378205128205,SCClip,True,True,clique 2
150,54.92788461538461,SCClip,True,True,clique 2
180,55.52884615384615,SCClip,True,True,clique 2
210,53.615785256410255,SCClip,True,True,clique 2
240,54.88782051282051,SCClip,True,True,clique 2
270,55.73918269230769,SCClip,True,True,clique 2
300,55.84935897435897,SCClip,True,True,clique 2
330,58.904246794871796,SCClip,True,True,clique 2
360,61.15785256410256,SCClip,True,True,clique 2
390,63.11097756410256,SCClip,True,True,clique 2
420,66.26602564102564,SCClip,True,True,clique 2
450,66.68669871794872,SCClip,True,True,clique 2
480,68.7099358974359,SCClip,True,True,clique 2
510,69.32091346153847,SCClip,True,True,clique 2
540,70.50280448717949,SCClip,True,True,clique 2
570,72.74639423076923,SCClip,True,True,clique 2
600,73.42748397435898,SCClip,True,True,clique 2
630,73.68790064102564,SCClip,True,True,clique 2
660,74.50921474358974,SCClip,True,True,clique 2
690,74.86979166666667,SCClip,True,True,clique 2
720,75.42067307692308,SCClip,True,True,clique 2
750,75.77123397435898,SCClip,True,True,clique 2
780,76.19190705128206,SCClip,True,True,clique 2
810,76.57251602564102,SCClip,True,True,clique 2
840,77.04326923076923,SCClip,True,True,clique 2
870,77.35376602564102,SCClip,True,True,clique 2
